Organization Name,Organization Name URL,Full Description,Website,Industries,Headquarters Location,Description,CB Rank (Company),Founded Date,Founded Date Precision,Number of Employees,Monthly Visits,Headquarters Regions,Postal Code,Diversity Spotlight,Operating Status,Exit Date,Exit Date Precision,Closed Date,Closed Date Precision,Company Type,Twitter,Facebook,LinkedIn,Contact Email,Phone Number,Number of Articles,Hub Tags,Actively Hiring,Number of Sub-Orgs,Investor Type,Investment Stage,Number of Portfolio Organizations,Number of Investments,Number of Lead Investments,Number of Diversity Investments,Number of Exits,Number of Exits (IPO),Accelerator Program Type,Accelerator Application Deadline,Accelerator Duration (in weeks),Industry Groups,Number of Founders,Founders,Number of Funding Rounds,Funding Status,Last Funding Date,Last Funding Amount,Last Funding Amount Currency,Last Funding Amount (in USD),Last Funding Type,Contact Job Departments,Number of Contacts,Number of Private Contacts,Average Visits (6 months),Monthly Visits Growth,Estimated Revenue Range,School Type,School Program,Number of Enrollments,School Method,Number of Founders (Alumni),Number of Alumni,Last Equity Funding Amount,Last Equity Funding Amount Currency,Last Equity Funding Amount (in USD),Last Equity Funding Type,Total Equity Funding Amount,Total Equity Funding Amount Currency,Total Equity Funding Amount (in USD),Total Funding Amount,Total Funding Amount Currency,Total Funding Amount (in USD),Top 5 Investors,Number of Lead Investors,Number of Investors
AC&D Srl,https://www.crunchbase.com/organization/ac-d-srl,AC&D Srl offers software and information technology consultancy services.,http://www.codd-date.it,"Consulting, Information Technology, Software","Milan, Lombardia, Italy",AC&D Srl offers software and information technology consultancy services.,"1,497,050",2002-01-01,year,11-50,,"European Union (EU), Europe, Middle East, and Africa (EMEA)",MI 20141,,Active,2013-12-30,day,,,For Profit,https://x.com/CoddDateIT,https://www.facebook.com/CoddDateIT,https://www.linkedin.com/company/2461033/?trk=tyah&trkInfo=idx%3A1-1-1%2CtarId%3A1424425245277%2Ctas%3Acodd-date,,39 02 87 39 36 31,,,,,,,,,,,,,,,,"Information Technology, Professional Services, Software",,,,M&A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AccessiWay,https://www.crunchbase.com/organization/accessiway,"AccessiWay is the leading European digital accessibility company, leveraging state-of-the-art technology and the team's collective expertise to make the web navigable for people with disabilities and ensuring compliance for all the organizations.",https://www.accessiway.com/,"Assistive Technology, Compliance, Information Services, Information Technology, SaaS, Software, Training","Turin, Piemonte, Italy",AccessiWay is a European digital accessibility company aiming to make the web accessible for everyone.,"219,497",2021-01-01,year,51-100,"11,694","European Union (EU), Europe, Middle East, and Africa (EMEA)",10122,,Active,2025-01-10,day,,,For Profit,https://twitter.com/accessiWay,https://www.facebook.com/accessiway,https://www.linkedin.com/company/accessiway/,info@accessiway.com,+39 011-1962-2826,3,,,,,,,,,,,,,,,"Education, Health Care, Information Technology, Professional Services, Software",3,"Amit Borsok, Edoardo Arnello, Simone Scarzella",,M&A,,,,,,,,,,12.28%,,,,,,,,,,,,,,,,,,,,
Acetum,https://www.crunchbase.com/organization/acetum,"Acetum is a balsamic vinegar producer. Acetum is based in Modena, the Italian province traditionally associated with balsamic vinegar. The business produces 100 million litres of balsamic vinegar every year, 95 per cent of which is exported.",http://www.acetum.it/,Food and Beverage,"Cavezzo, Emilia-Romagna, Italy",Acetum is a balsamic vinegar producer.,"1,057,933",1906-01-01,year,,979,"European Union (EU), Europe, Middle East, and Africa (EMEA)",MO 41032,,Active,2017-09-11,day,,,For Profit,,https://www.facebook.com/Acetum-Aceto-Balsamico-di-Modena-IGP-117271911662563/,https://www.linkedin.com/company/acetum-spa,info@weberiadesign.it,+39 053 554806,2,,,,,,,,,,,,,,,Food and Beverage,,,,M&A,,,,,,Operations,3,,,-73.63%,,,,,,,,,,,,,,,,,,,,
Achimar,https://www.crunchbase.com/organization/achimar,"Achimar is a privately held company that engages in the distribution of chemicals to the pharmaceutical, food, and water treatment.",,"Chemical, Wholesale","Morolo, Lazio, Italy","Achimar is a privately held company that engages in the distribution of chemicals to the pharmaceutical, food, and water treatment.","3,196,010",,,,,"European Union (EU), Europe, Middle East, and Africa (EMEA)",3017,,Active,2006-10-26,day,,,For Profit,,,,,39 077 580681,,,,,,,,,,,,,,,,"Commerce and Shopping, Science and Engineering",,,,M&A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acme,https://www.crunchbase.com/organization/acme-94b3,"Acme S.R.L. is manufactures and supplies concrete pump accessories, piping, and related products for construction industry. It offers components for delivery, interception, deviation, and distribution of concrete. The company offers pump primer, motorized concrete placer, and induction hardened pipes. Its products include connecting systems; couplings, gaskets, and weld on; steel pipes, bends, and reducers; rubber hoses, fittings, and clamps; nozzles for shot-creting; tunneling equipment; spare parts; items for cleaning pipes; shut-off and diversion valves; concrete placement booms; and support for pipes and hoses.",http://concretepumping.acme-it.com/,"Construction, Industrial, Machinery Manufacturing, Manufacturing","Cinisello Balsamo, Lombardia, Italy","Acme is manufactures and supplies concrete pump accessories, piping, and related products for construction industry.","3,200,701",1973-01-01,year,,,"European Union (EU), Europe, Middle East, and Africa (EMEA)",20092,,Closed,2014-08-06,day,2014-08-06,day,For Profit,,,,,+39 026 184461,,,,,,,,,,,,,,,,"Manufacturing, Real Estate",,,,M&A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACMI,https://www.crunchbase.com/organization/acmi-7abf,"ACMI is operates technology and bottling and packaging. they offer their products are food and beverage industries. They also offer repairs and new formats, spare parts, 3D spare parts, technical help, remote support, training, audit service, and planned maintenance. Multifunction robots, palletizers, , craters and decorators, conveying systems, comprehensive and compact lines, repacking, packaging, and bottling are among the products they manufacture.",https://www.acmispa.it,"Customer Service, Manufacturing, Packaging Services, Training","Fornovo Di Taro, Emilia-Romagna, Italy",ACMI is a manufacturer of bottling and packaging services.,"703,039",1984-01-01,year,251-500,"2,592","European Union (EU), Europe, Middle East, and Africa (EMEA)",43045,,Active,2024-05-07,day,,,For Profit,https://twitter.com/AcmiSpa,https://www.facebook.com/ACMI-Spa-1977903615822914,http://linkedin.com/company/canadiana.org,info@acmispa.com,+39 0525 401 811,,,,,,,,,,,,,,,,"Administrative Services, Education, Manufacturing, Other, Professional Services",,,,M&A,,,,,,,,,,17.97%,$50M to $100M,,,,,,,,,,,,,,,,,,,
ACO Informatica,https://www.crunchbase.com/organization/aco-informatica,"ACO Informatica provides customs clearance and logistics solutions across Italy to over 200 customers including DHL, Italsempione, Saima Avandero DSV, SNATT Logistica and Traconf. ACO high quality products include U-by-Cargo, Logimatica and Acciseweb. Since 2010, ACO Informatica has been the key Italian member of EurTradeNet, the European CRSP providers association and, since 2013, ACO has been a WiseBusiness Partner and WiseService Partner for CargoWise One.",http://www.acoinformatica.it/,"Information Technology, Logistics","Milano, Lombardia, Italy",ACO Informatica is a provider of customs compliance and customs warehouse solutions to the logistics industry.,"789,337",2000-01-01,year,11-50,"6,986","European Union (EU), Europe, Middle East, and Africa (EMEA)",20151,,Active,2017-02-09,day,,,For Profit,,,https://www.linkedin.com/company/a-c-o--informatica?trk=ppro_cprof,info@acoinformatica.it,+390254123422,,,,,,,,,,,,,,,,"Information Technology, Transportation",,,,M&A,,,,,,Management,3,,,-98.88%,,,,,,,,,,,,,,,,,,,,
ACQUA & SAPONE,https://www.crunchbase.com/organization/acqua-sapone,Acqua & Sapone is an italian retailer of household and personal care products.,https://www.acquaesapone.it/,"Health Care, Personal Health, Retail, Wholesale","Milano, Lombardia, Italy",Acqua & Sapone is an italian retailer of household and personal care products.,"326,996",1992-01-01,year,1-10,"312,580","European Union (EU), Europe, Middle East, and Africa (EMEA)",20124,,Active,2024-06-26,day,,,For Profit,,https://www.facebook.com/acquaesaponeofficial,https://www.linkedin.com/company/acquaesaponeofficial,dpo@acquaesapone.it,+39-0226952179,7,,,,,,,,,,,,,,,"Commerce and Shopping, Health Care",,,,M&A,,,,,,,,,"473,370",-12.92%,$10M to $50M,,,,,,,,,,,,,,,,,,,
Acqua di Parma S.r.l.,https://www.crunchbase.com/organization/acqua-di-parma-s-r-l,Acqua di Parma S.r.l. produces and distributes perfumes and fragrances.,http://www.acquadiparma.com/,Personal Health,"Milan, Lombardia, Italy",Acqua di Parma S.r.l. produces and distributes perfumes and fragrances.,"491,977",1916-01-01,year,101-250,"279,352","European Union (EU), Europe, Middle East, and Africa (EMEA)",20141,,Active,2001-09-13,day,,,For Profit,https://www.twitter.com/acqua_di_parma,https://www.facebook.com/acquadiparma,https://www.linkedin.com/company/acqua-di-parma,,+39025522881,4,,,,,,,,,,,,,,,Health Care,,,,M&A,,,,,,"Management, Operations, Sales",19,,"260,968.83",30.04%,$10M to $50M,,,,,,,,,,,,,,,,,,,
Actarvs,https://www.crunchbase.com/organization/actaris,,https://www.actarvs.com,"Commercial, Consulting, Cyber Security, Software","Rivalta Di Torino, Piemonte, Italy",Actarvs is a cyber security company that provides consulting services and develops software solutions for monitoring and security audits.,"917,852",2019-01-01,year,1-10,86,"European Union (EU), Europe, Middle East, and Africa (EMEA)",,,Active,2007-02-28,day,,,For Profit,,,https://www.linkedin.com/company/actarvs-s-r-l/,info@actarvs.it,+39 011 19826542,,,,,,,,,,,,,,,,"Information Technology, Other, Privacy and Security, Professional Services, Software",,,,M&A,,,,,,,,,,,$1M to $10M,,,,,,,,,,,,,,,,,,,
Active Games,https://www.crunchbase.com/organization/active-games,"Activegames (Intent Venture group) is an Italian B2B Company, software provider for the online gaming industry aiming to research and develop current and future gaming technologies.  Active Games has an advanced network solutions for a variety of gaming services, including poker, casino, sports, skill games, affiliate management, player management, support and security.  Activegames mission is to provide its customers with the best products and solutions to compete in the italian market.",http://activegames-web.com/,"Casino, Gambling, Online Games","Roma, Lazio, Italy",Active Games software provider for the online gaming industry aiming to research and develop current and future gaming technologies.,"1,460,115",2011-01-01,year,11-50,,"European Union (EU), Europe, Middle East, and Africa (EMEA)",,,Active,2016-09-13,day,,,For Profit,,,https://www.linkedin.com/company/active-games,,,,,,,,,,,,,,,,,,"Gaming, Travel and Tourism",,,,M&A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ad Hoc Atelier,https://www.crunchbase.com/organization/ad-hoc-atelier,"Ad Hoc Atelier is a marketplace that hosts the best Italian artisan brands, and connect them with international businesses and consumers",https://www.adhocatelier.it/,E-Commerce,"Milano, Lombardia, Italy","Ad Hoc Atelier is a marketplace that hosts the best Italian artisan brands, and connect them with international businesses and consumers","1,607,389",2021-03-05,day,1-10,"1,601","European Union (EU), Europe, Middle East, and Africa (EMEA)",20123,,Active,2024-02-29,day,,,For Profit,,https://www.facebook.com/AdHocAtelier.official/,https://www.linkedin.com/company/72686979,,,,,,,,,,,,,,,,,,Commerce and Shopping,,,,M&A,,,,,,,,,,62.45%,,,,,,,,,,,,,,,,,,,,
Adabus,https://www.crunchbase.com/organization/adabus,"ADABUS offers its design services for solutions that completely satisfy the needs of customers. It continuously develops new systems and services, able to satisfy the new or changed needs of its Customers.",http://www.adabus.it,"Information and Communications Technology (ICT), Telecommunications, VoIP","Milano, Lombardia, Italy","Adabus offers ICT, design and after-sales services for applications in the contact center, banking, financial, health services & military.","1,014,258",1984-07-20,day,11-50,,"European Union (EU), Europe, Middle East, and Africa (EMEA)",,,Active,2022-01-13,day,,,For Profit,https://twitter.com/adabussrl,https://www.facebook.com/Adabus-srl-763807387110620/,https://www.linkedin.com/company/adabus-s-r-l-/about/,adabus@adabus.it,39-0248027177,1,,,,,,,,,,,,,,,"Hardware, Information Technology, Internet Services, Messaging and Telecommunications",,,,M&A,,,,,,,,,,,$1M to $10M,,,,,,,,,,,,,,,,,,,
Adi,https://www.crunchbase.com/organization/adi,"Adi is a technological excellence: solid, flexible, customer oriented and able to offer customized and advanced solutions.",http://www.aditools.com/,"Building Material, Hardware, Information Technology, Software","Thiene, Veneto, Italy","Adi is a technological excellence: solid, flexible, customer oriented and able to offer customized and advanced solutions.","3,098,285",1980-01-01,year,11-50,43,"European Union (EU), Europe, Middle East, and Africa (EMEA)",36016,,Active,2016-12-23,day,,,For Profit,https://twitter.com/aditools1,https://www.facebook.com/Aditools-1515662181996107/,https://www.linkedin.com/company/adi-spa/,info@aditools.com,+39.0445.36.0244,56,,,,,,,,,,,,,,,"Hardware, Information Technology, Real Estate, Software",,,,M&A,,,,,,Product,3,,,,$1M to $10M,,,,,,,,,,,,,,,,,,,
Aditinet,https://www.crunchbase.com/organization/aditinet,"Aditinet design and implementation of mission critical systems for large private and public Italian organizations.  Since then, the company has achieved a growth industry-leading, also relying on strong financial position, becoming one of the FIRST ITALIAN TECHNOLOGY PARTNERS for major organizations, national and international.  Since 2010 Aditinet is a joint-stock company. The company has 3 locations  ( MILAN , ROME and PADUA )  and a structure that owns the Network Operations Center to offer customers maximum support.  Aditinet stands out for its constant attention to NEW TECHNOLOGIES,  introducing into Italy Vendor in the start-up phase and leading them to success. Since 2015 Aditinet has expanded its presence also to the UK market.  A first step towards the INTERNATIONALIZATION of the company which is also able to follow the Customers in their international expansion.",http://www.aditinet.it,Information Technology,"Roma, Lazio, Italy",Aditinet design and develop complete solutions for networking and security in the network with specialized high-level skills.,"933,691",2004-01-01,year,101-250,51,"European Union (EU), Europe, Middle East, and Africa (EMEA)",128,,Active,2023-02-23,day,,,For Profit,https://twitter.com/AditinetConsult,https://www.facebook.com/Aditinet,https://www.linkedin.com/company/aditinet-consulting/,,0039 06 45439252,2,,,,,,,,,,,,,,,Information Technology,1,Paolo Marsella,,M&A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Adler,https://www.crunchbase.com/organization/adler-b16d,"Adler is an Italian company that specialises in providing systems solutions for clutches, gears and other related components.",http://www.adlerspa.com/,Industrial Manufacturing,"Milan, Lombardia, Italy","Adler is an Italian company that specialises in providing systems solutions for clutches, gears and other related components.","2,216,460",1989-01-01,year,,218,"European Union (EU), Europe, Middle East, and Africa (EMEA)",20010,,Active,2020-04-17,day,,,For Profit,,,https://www.linkedin.com/company/adler-s-p-a-ball-valves,adler@adlerspa.com,+39 02 97484211,1,,,,,,,,,,,,,,,Manufacturing,,,,M&A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
