Organization Name,Organization Name URL,Full Description,Website,Industries,Headquarters Location,Description,CB Rank (Company),Founded Date,Founded Date Precision,Number of Employees,Monthly Visits,Headquarters Regions,Postal Code,Diversity Spotlight,Operating Status,Exit Date,Exit Date Precision,Closed Date,Closed Date Precision,Company Type,Twitter,Facebook,LinkedIn,Contact Email,Phone Number,Number of Articles,Hub Tags,Actively Hiring,Number of Sub-Orgs,Investor Type,Investment Stage,Number of Portfolio Organizations,Number of Investments,Number of Lead Investments,Number of Diversity Investments,Number of Exits,Number of Exits (IPO),Accelerator Program Type,Accelerator Application Deadline,Accelerator Duration (in weeks),Industry Groups,Number of Founders,Founders,Number of Funding Rounds,Funding Status,Last Funding Date,Last Funding Amount,Last Funding Amount Currency,Last Funding Amount (in USD),Last Funding Type,Contact Job Departments,Number of Contacts,Number of Private Contacts,Average Visits (6 months),Monthly Visits Growth,Estimated Revenue Range,School Type,School Program,Number of Enrollments,School Method,Number of Founders (Alumni),Number of Alumni,Last Equity Funding Amount,Last Equity Funding Amount Currency,Last Equity Funding Amount (in USD),Last Equity Funding Type,Total Equity Funding Amount,Total Equity Funding Amount Currency,Total Equity Funding Amount (in USD),Total Funding Amount,Total Funding Amount Currency,Total Funding Amount (in USD),Top 5 Investors,Number of Lead Investors,Number of Investors
Agip,https://www.crunchbase.com/organization/agip-petroli,"Agip (Azienda generale italiana petroli) is automotive gasoline, diesel, LPG, lubricants, fuel oil, and bitumen retailer. Agip is a subsidiary of the multinational petroleum company Eni.",http://www.agip.eni.it/,"Fuel, Oil and Gas","Rome, Lazio, Italy","Agip is automotive gasoline, diesel, LPG, lubricants, fuel oil, and bitumen retailer.","1,259,739",1926-04-03,day,,,"European Union (EU), Europe, Middle East, and Africa (EMEA)",,,Closed,2003-01-01,day,2013-01-01,year,For Profit,,,,,,1,,,,,,,,,,,,,,,"Energy, Natural Resources",,,,M&A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Agos Metal,https://www.crunchbase.com/organization/agos-metal,,http://www.agosmetal.it,"Chemical, Industrial","Scorzè, Veneto, Italy","Agos Metal specializes in sandblasting, metallization, hot galvanizing, liquid painting, and powder coating services.","3,686,129",,,11-50,,"European Union (EU), Europe, Middle East, and Africa (EMEA)",30037,,Closed,,,,none,For Profit,,,,info@agosmetal.it,+39 041 446351,,,,,,,,,,,,,,,,"Manufacturing, Science and Engineering",,,,,,,,,,,,,,,$1M to $10M,,,,,,,,,,,,,,,,,,,
Agrisene,https://www.crunchbase.com/organization/agrisene,"Agrisene imports agricultural products ranging from fresh and dried fruits to tropical and dried fruits such as fresh and dried mango and banana, cashew, melon, and so on.",https://agrisene.com,"Agriculture, Consumer Goods, Farming","Faenza, Emilia-Romagna, Italy",Agrisene produces and import agricultural products.,"3,090,547",2019-01-01,year,1-10,12,"European Union (EU), Europe, Middle East, and Africa (EMEA)",48018,,Closed,,,,none,For Profit,,https://www.facebook.com/agrisene,https://www.linkedin.com/company/agrisene,info@agrisene.com,+39 0546 458052,,,,,,,,,,,,,,,,"Agriculture and Farming, Consumer Goods",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Agrivia,https://www.crunchbase.com/organization/agrivia,"Agrivia is an online platform that provides vegetables, fruit, food storage, flour, sweets, wines, and beers. They also have home delivery services.",https://agrivia.it,"E-Commerce, Food and Beverage, Online Portals","Torino, Piemonte, Italy","Agrivia sells fruits, sweets, and flour products.","1,793,239",2021-01-01,year,1-10,,"European Union (EU), Europe, Middle East, and Africa (EMEA)",10129,,Closed,,,2023-12-31,day,For Profit,,https://www.facebook.com/Agrivia.it,https://www.linkedin.com/company/agrivia-it,info@agrivia.it,+39 351 610 7338,,,,,,,,,,,,,,,,"Commerce and Shopping, Food and Beverage, Internet Services",1,Flavio Neirotti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aibu,https://www.crunchbase.com/organization/aibu,"Aibu is a web agency specialized in interactive web development, graphic design and technical literature editing and proofreading.",http://www.aibu.it,"Advertising, Internet, Web Design","Catania, Sicilia, Italy","Aibu is an interactive web development, graphic design and technical literature editing and proofreading web agency.","1,864,966",2008-01-01,year,1-10,,"European Union (EU), Europe, Middle East, and Africa (EMEA)",95100,,Closed,,,2014-07-05,day,For Profit,http://twitter.com/_aibu,,,fsaitta@aibu.it,+393473060676,,,,,,,,,,,,,,,,"Advertising, Design, Internet Services, Sales and Marketing",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aiello & Partners,https://www.crunchbase.com/organization/aiello-partners-agency,,https://www.aielloepartners.it/,"Consulting, Insurance, Wealth Management","Trieste, Friuli-Venezia Giulia, Italy","Aiello & Partners is a consultancy firm that provides insurance advisory, savings management, and pension analysis services.","3,438,750",2005-01-01,year,11-50,,"European Union (EU), Europe, Middle East, and Africa (EMEA)",34121,,Closed,,,,none,For Profit,,https://www.facebook.com/aielloandpartners,https://www.linkedin.com/company/aielloandpartners/,aielloepartners@legalmail.it,+39 040367512,,,,,,,,,,,,,,,,"Financial Services, Professional Services",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aiken,https://www.crunchbase.com/organization/aiken,,http://www.aiken.be,"Information Technology, Product Design, Software","Milan, Lombardia, Italy","Shaping digital products for selected clients. Aiken designs and builds software, automates processes, creates tech teams.","2,938,008",2016-02-01,month,1-10,706,"European Union (EU), Europe, Middle East, and Africa (EMEA)",,,Closed,,,,none,For Profit,,,https://www.linkedin.com/company/aiken/,,,6,,,,,,,,,,,,,,,"Design, Information Technology, Software",1,Paolo Pastore,,,,,,,,"Engineering, Management, Operations",28,,,,$1M to $10M,,,,,,,,,,,,,,,,,,,
Air Italy SpA,https://www.crunchbase.com/organization/air-italy-spa,"Air Italy S.p.A. provides airline services. The Company offers tourist flights that connect resorts in Egypt with Italy, France, Germany, Poland, and England. Air Italy operates charter airlines to Europe and other long haul leisure destinations.",https://www.airitaly.com/,Air Transportation,"Somma Lombardo, Lombardia, Italy",Air Italy SpA provides airline services.,"556,284",2005-01-01,year,51-100,"7,379","European Union (EU), Europe, Middle East, and Africa (EMEA)",21019,,Closed,,,2020-02-11,day,For Profit,https://twitter.com/air_italy_,https://www.facebook.com/airitalyofficial/,https://www.linkedin.com/company/airitaly,,39-033-121-10,2,,,,,,,,,,,,,,,Transportation,,,1,Private Equity,2006-01-01,,,,Private Equity,,4,,,536.67%,Less than $1M,,,,,,,,,,Private Equity,,,,,,,Synergo Capital,1,1
Airdep,https://www.crunchbase.com/organization/airdep,Airdep has developed a commercially-proven pre-treatment technology for biogas desulphurization as well as deodorization products.,https://www.airdep.eu/,"Information Technology, Oil and Gas, Waste Management","Monteviale, Veneto, Italy",Airdep is a provider of biogas desulfurization and air deodorization products.,"1,707,504",2011-01-01,year,,,"European Union (EU), Europe, Middle East, and Africa (EMEA)",36050,,Closed,2021-12-15,day,,none,For Profit,,https://www.facebook.com/pages/category/Local-Service/Airdep-SRL-105357878016409/,,info@airdep.eu,+39 0444-211957,,,,,,,,,,,,,,,,"Energy, Information Technology, Natural Resources, Sustainability",,,,M&A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Airest S.p.A.,https://www.crunchbase.com/organization/airest-s-p-a,"Airest S.p.A is specializes in the management of food and beverage, and retail businesses for the travel retail sector. ",http://www.airest.com/,Food and Beverage,"Marcon, Veneto, Italy","Airest S.p.A is specializes in the management of food and beverage, and retail businesses for the travel retail sector. ","2,300,043",2001-01-01,year,,,"European Union (EU), Europe, Middle East, and Africa (EMEA)",VE 30020,,Closed,2014-04-16,day,,none,For Profit,,,,,+39 04 12 60 39 66,,,,,,,,,,,,,,,,Food and Beverage,,,,M&A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aLabs,https://www.crunchbase.com/organization/alabs,,https://www.alabs.it,Information Technology,"Garlasco, Lombardia, Italy",aLabs is an Information Technology company.,"2,808,793",2010-05-11,day,1-10,,"European Union (EU), Europe, Middle East, and Africa (EMEA)",,,Closed,,,2019-12-01,month,For Profit,https://www.twitter.com/aBirds,https://www.facebook.com/alabsItalia,https://www.linkedin.com/company/alabs,,,,,,,,,,,,,,,,,,Information Technology,1,Mattia Accornero,,,,,,,,,,,,,Less than $1M,,,,,,,,,,,,,,,,,,,
Alea S.r.l.,https://www.crunchbase.com/organization/alea-s-r-l,"Alea is a software house and works with skill and preparation in the development of software for Mac and Windows, iOS and Android smartphone applications, and management web portals.",https://www.aleagames.com/,"iOS, Software, Windows","Pordenone, Friuli-Venezia Giulia, Italy","Alea is a software house and works with skill and preparation in the development of software for Mac and Windows, iOS.","1,052,525",1995-01-01,year,,,"European Union (EU), Europe, Middle East, and Africa (EMEA)",,,Closed,2021-06-08,day,,none,For Profit,https://twitter.com/aleasrl,,https://www.linkedin.com/company/alea-s-r-l-/,info@aleagames.com,0434-1776050,,,,,,,,,,,,,,,,"Mobile, Platforms, Software",,,,M&A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aleveo,https://www.crunchbase.com/organization/aleveo,"Aleveo is a new approach to open innovation and recruiting, as a social innovation that brings students and companies closer through sharing of ideas, while raising youth employability and providing companies with constructive, creative feedback as innovation support. Aleveo involves students in practical tasks of companies, bringing them closer to the world of work. It creates more opportunities for youth's future, thus promoting self-initiation, innovation and entrepreneurship culture across universities. On the Aleveo's website, students, but also everyone else, ""push"" their ideas and projects to companies they think could be of practical use to, by tagging them with some of the tags companies are ""listening"" on. These ideas can be of any category - design, advertising, marketing, architecture etc. - the very latent knowledge about companies, their offerings and presence. All ideas are pre-approved before going public and reaching companies, preventing spam, thus are visible to everyone for further improvements and building upon. The best ideas are continuously given awards of sponsorships, recognitions, honors, internships and possibly jobs.  As a student-centric service, the simplistic online tool is free for students and companies to use. Companies and small teams can use the tool for soliciting and evaluating internal ideas, receive external ones on defined tags, as well open jobs and internal challenges. Additional plans are available, named ""Supporter"" and ""Sponsor"", offering public challenges and official sponsorships respectively. Online payments are still not available, but interested companies may contact the founders for immediate upgrades.",http://www.aleveo.com,"Crowdsourcing, File Sharing, Recruiting, Social Media, Universities","Como, Lombardia, Italy",Connects Youth and Companies,"3,604,146",2009-06-06,day,1-10,,"European Union (EU), Europe, Middle East, and Africa (EMEA)",,,Closed,,,,none,For Profit,http://twitter.com/aleveo,,,contact@aleveo.com,,7,,,,,,,,,,,,,,,"Internet Services, Media and Entertainment, Other, Professional Services, Software",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alghètica,https://www.crunchbase.com/organization/alghètica,"Alghètica helps to use biotechnology to overcome algae production challenges.  They use CRISPR technology to adapt and improve the production of natural compounds already present in microalgae, making them more suited to the needs of the market and those of the final consumer.",https://alghetica.com,"Biotechnology, Life Science, Medical","Verona, Veneto, Italy",Alghètica is a biotech company that provides research and development services for seaweed products.,"835,741",2021-01-01,year,1-10,,"European Union (EU), Europe, Middle East, and Africa (EMEA)",37136,,Closed,,,,none,For Profit,,,https://www.linkedin.com/company/algh%C3%A8tica-s-r-l,algheticasrl@pec.it,,,,,,,,,,,,,,,,,"Biotechnology, Health Care, Science and Engineering",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Algol Consulting,https://www.crunchbase.com/organization/algol-consulting,,http://www.algolconsulting.com,"Business Intelligence, Consulting, Enterprise Resource Planning (ERP)","Lucca, Toscana, Italy","Algol specializes in the implementation, selection, design of ERP and Business Intelligence for data analysis in companies.","3,707,386",1998-02-20,day,11-50,,"European Union (EU), Europe, Middle East, and Africa (EMEA)",,,Closed,,,,none,For Profit,https://twitter.com/algolconsulting,https://www.facebook.com/algolconsultingsrl,https://www.linkedin.com/company/algol-consulting/about/,info@algolconsulting.com,39 0583 153 5315,,,,,,,,,,,,,,,,"Data and Analytics, Professional Services, Software",,,,,,,,,,,,,,,Less than $1M,,,,,,,,,,,,,,,,,,,
AliasLab,https://www.crunchbase.com/organization/aliaslab,"Founded with the aim of becoming a reference point in the IT industry, since 1984 AliasLab is the unquestioned leader in the creation and development of highly innovative software solutions. Their areas of excellence in recent years, targeting both the domestic and export markets, have focused in particular on computer security, electronic signature and mobile payments.",http://eng.aliaslab.net/,"Information Services, Information Technology, Mobile, Software","Mantova, Lombardia, Italy","AliasLab is flexibility, innovation, reliability and experience.","2,051,162",1984-01-01,year,11-50,,"European Union (EU), Europe, Middle East, and Africa (EMEA)",46100,,Closed,2016-12-22,day,,none,For Profit,,https://www.facebook.com/AliasLab,,,+39 049 2108800,,,,,,,,,,,,,,,,"Information Technology, Mobile, Software",,,,M&A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
alibabyte software house srls,https://www.crunchbase.com/organization/alibabyte-software-house-srls,,http://www.alibabyte.it,Software,"Cassino, Lazio, Italy",software house,"3,736,830",2013-05-09,day,1-10,,"European Union (EU), Europe, Middle East, and Africa (EMEA)",,,Closed,,,2016-03-01,month,For Profit,,,,info@alibabyte.it,+39 327 706 5471,,,,,,,,,,,,,,,,Software,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alitalia Italian Airline,https://www.crunchbase.com/organization/alitalia-italian-airline,"Alitalia Italian Airline offers flight and vacation booking services. They provide flights to Italy and other international destinations. On long haul-flights, the company offers three service classes.",https://www.ita-airways.com,,"Borgo Roma, Veneto, Italy","Alitalia - Società Aerea Italiana is the leading Italian airline. During 2019, Alitalia transported 21.3 million passengers.","1,012,553",,,1001-5000,,"European Union (EU), Europe, Middle East, and Africa (EMEA)",,,Closed,,,2021-10-15,day,,,,https://www.linkedin.com/company/alitaliaofficial,,,1,,,,,,,,,,,,,,,,,,,,,,,,,"Engineering, Human Resources, Information Technology, Management",37,,,,,,,,,,,,,,,,,,,,,,,
Allinsports,https://www.crunchbase.com/organization/allinsports,Allinsports manufactures the high-end racing simulator systems used by race teams globally.,https://www.allinsports.it/,"Automotive, Manufacturing","Formigine, Emilia-Romagna, Italy",Allinsports manufactures the high-end racing simulator systems used by race teams globally.,"2,189,449",2008-01-01,year,,,"European Union (EU), Europe, Middle East, and Africa (EMEA)",,,Closed,2020-09-28,day,2020-09-28,day,For Profit,https://twitter.com/allinsports_srl?lang=en,,https://www.linkedin.com/company/allinsports,,,1,,,,,,,,,,,,,,,"Manufacturing, Transportation",,,,M&A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
